Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
CY,Cyprus (Greek),71267602,YES,2016-10-09,NO,1900-01-01,YES,2016-12-24
UY,Uruguay,64792272,NO,1900-01-01,YES,2016-07-21,NO,1900-01-01
ES,Spain,58401473,NO,1900-01-01,YES,2017-07-21,NO,1900-01-01
PL,Poland,44977814,NO,1900-01-01,NO,1900-01-01,YES,2016-10-11
DE,Germany,11503181,YES,2017-02-15,YES,2016-08-15,NO,1900-01-01
NO,Norway,65972661,YES,2016-11-09,YES,2016-04-23,NO,1900-01-01
EE,Estonia,40809488,NO,1900-01-01,YES,2016-03-12,YES,2016-02-24
DK,Denmark,93575688,YES,2017-06-23,NO,1900-01-01,YES,2016-05-03
BE,Belgium,67814715,YES,2017-07-31,YES,2016-04-07,NO,1900-01-01
NZ,New Zealand,20139820,YES,2017-06-01,NO,1900-01-01,YES,2017-04-07
SI,Slovenia,70901907,YES,2016-11-13,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,3025316,NO,1900-01-01,YES,2016-02-12,YES,2016-05-08
NZ,New Zealand,42148747,NO,1900-01-01,YES,2016-02-16,YES,2016-08-04
TN,Tunisia,44253910,YES,2016-05-14,NO,1900-01-01,NO,1900-01-01
IT,Italy,9929298,YES,2016-01-13,YES,2017-04-04,YES,2016-06-20
NL,Netherlands,44788582,YES,2016-12-23,YES,2016-02-06,YES,2016-04-25
HU,Hungary,68390780,NO,1900-01-01,YES,2016-08-02,YES,2016-09-05
DK,Denmark,44470491,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),14092059,NO,1900-01-01,YES,2016-09-05,YES,2016-01-22
UY,Uruguay,14815100,NO,1900-01-01,YES,2017-05-09,NO,1900-01-01
BR,Brazil,48618822,YES,2016-03-30,YES,2016-07-26,YES,2017-05-17
DE,Germany,87923047,YES,2016-07-07,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,7100132,YES,2017-02-05,NO,1900-01-01,YES,2016-12-03
EE,Estonia,91449579,YES,2017-06-12,NO,1900-01-01,NO,1900-01-01
GL,Greenland,87369698,NO,1900-01-01,YES,2016-09-07,NO,1900-01-01
FI,Finland,87838868,YES,2017-04-22,YES,2016-03-23,YES,2016-11-18
EE,Estonia,32042832,YES,2017-01-07,YES,2016-06-13,YES,2016-12-07
BR,Brazil,48779750,YES,2016-08-24,YES,2017-01-22,NO,1900-01-01
DK,Denmark,49478232,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,59934587,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,78360,YES,2017-01-03,YES,2017-01-07,NO,1900-01-01
PL,Poland,62793993,YES,2016-06-16,YES,2017-03-08,NO,1900-01-01
EE,Estonia,83729434,YES,2016-11-09,YES,2016-02-14,NO,1900-01-01
ES,Spain,84584196,NO,1900-01-01,YES,2017-03-08,NO,1900-01-01
SI,Slovenia,12803771,NO,1900-01-01,YES,2016-04-26,NO,1900-01-01
NL,Netherlands,41476055,YES,2016-06-29,NO,1900-01-01,NO,1900-01-01
BE,Belgium,20109666,YES,2017-06-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),71421238,YES,2016-01-01,YES,2017-03-04,YES,2017-04-05
NO,Norway,14868512,YES,2017-03-05,YES,2017-01-30,NO,1900-01-01
FI,Finland,84544894,YES,2016-09-06,YES,2016-12-08,NO,1900-01-01
PL,Poland,13056178,NO,1900-01-01,NO,1900-01-01,YES,2017-01-22
FI,Finland,77551882,YES,2017-02-28,YES,2016-09-02,NO,1900-01-01
SI,Slovenia,15810289,YES,2016-01-11,NO,1900-01-01,YES,2016-03-13
PL,Poland,56693907,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,71451257,YES,2017-07-28,NO,1900-01-01,YES,2016-12-30
AT,Austria,58158350,NO,1900-01-01,NO,1900-01-01,YES,2016-07-21
CZ,Czech Republic,43428193,YES,2017-07-31,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,68210692,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,34106921,YES,2016-10-08,NO,1900-01-01,YES,2016-01-31
ZA,South Africa,27181070,NO,1900-01-01,YES,2016-01-23,NO,1900-01-01
AU,Australia,1921704,NO,1900-01-01,NO,1900-01-01,YES,2016-02-27
CY,Cyprus (Greek),32222601,NO,1900-01-01,YES,2016-08-27,YES,2016-06-04
SI,Slovenia,13132870,NO,1900-01-01,YES,2016-10-30,YES,2017-01-20
IT,Italy,37632716,YES,2016-08-05,YES,2017-03-31,YES,2016-12-28
CY,Cyprus (Anglicized),29475500,NO,1900-01-01,YES,2016-11-26,NO,1900-01-01
ES,Spain,29481190,YES,2017-06-03,YES,2016-01-25,YES,2016-08-30
BR,Brazil,41102787,YES,2017-01-13,NO,1900-01-01,YES,2016-09-13
CA,Canada,64070847,YES,2017-05-02,YES,2016-06-22,NO,1900-01-01
CA,Canada,3265446,YES,2017-05-24,NO,1900-01-01,YES,2016-03-25
NO,Norway,11375073,NO,1900-01-01,YES,2016-08-22,NO,1900-01-01
PL,Poland,46853501,NO,1900-01-01,YES,2016-08-01,YES,2016-05-28
HU,Hungary,75023836,YES,2017-05-04,NO,1900-01-01,YES,2017-03-29
DE,Germany,36961595,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,4514430,NO,1900-01-01,YES,2016-10-15,YES,2017-06-07
NL,Netherlands,12899385,NO,1900-01-01,NO,1900-01-01,YES,2016-01-24
AT,Austria,29465998,YES,2016-07-20,YES,2017-01-30,YES,2017-04-02
PT,Portugal,42768699,YES,2016-05-18,YES,2016-12-18,YES,2016-02-26
BE,Belgium,9966379,YES,2016-07-30,NO,1900-01-01,YES,2016-01-22
EE,Estonia,11814185,YES,2016-01-16,YES,2017-02-12,NO,1900-01-01
CA,Canada,12058805,YES,2016-04-02,YES,2017-06-29,NO,1900-01-01
GB,United Kingdom,42762816,NO,1900-01-01,NO,1900-01-01,YES,2017-01-14
BE,Belgium,54871915,NO,1900-01-01,NO,1900-01-01,YES,2016-06-29
GL,Greenland,2558445,NO,1900-01-01,NO,1900-01-01,YES,2016-03-12
NO,Norway,570281,NO,1900-01-01,YES,2016-06-14,YES,2016-09-02
EE,Estonia,50697604,YES,2016-12-01,YES,2016-09-25,YES,2016-05-25
PL,Poland,46083110,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,97010095,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,4003616,YES,2016-06-12,NO,1900-01-01,NO,1900-01-01
DK,Denmark,44360580,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,50344700,NO,1900-01-01,YES,2016-08-02,YES,2016-02-25
DK,Denmark,56397645,NO,1900-01-01,NO,1900-01-01,YES,2017-07-12
SE,Sweden,19303470,YES,2017-05-03,NO,1900-01-01,NO,1900-01-01
NO,Norway,4937270,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,47697613,YES,2016-11-26,YES,2016-07-04,YES,2017-06-26
BE,Belgium,41788053,YES,2016-10-16,NO,1900-01-01,YES,2017-03-18
FR,France,73708046,YES,2016-03-30,YES,2017-04-07,NO,1900-01-01
ZA,South Africa,77782096,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,43923685,NO,1900-01-01,NO,1900-01-01,YES,2016-01-23
CZ,Czech Republic,1942284,NO,1900-01-01,YES,2017-03-28,NO,1900-01-01
CY,Cyprus (Greek),8708411,NO,1900-01-01,YES,2016-11-29,YES,2016-08-30
BE,Belgium,8556306,YES,2017-01-05,NO,1900-01-01,NO,1900-01-01
IS,Iceland,54308938,YES,2017-04-25,YES,2017-05-20,NO,1900-01-01
CH,Switzerland,10043169,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,10080817,NO,1900-01-01,YES,2017-05-21,YES,2016-05-14
CZ,Czech Republic,38105466,YES,2016-05-10,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,50653751,YES,2016-09-29,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,14130759,NO,1900-01-01,NO,1900-01-01,YES,2016-02-18
SI,Slovenia,94958844,YES,2017-05-10,YES,2016-02-16,YES,2017-04-08
FI,Finland,93327902,YES,2016-04-22,YES,2017-02-04,YES,2016-11-14
FI,Finland,60050152,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,61340551,YES,2016-06-16,YES,2016-11-23,NO,1900-01-01
DK,Denmark,25145177,NO,1900-01-01,YES,2016-05-09,YES,2017-07-14
TN,Tunisia,46809202,NO,1900-01-01,YES,2016-03-03,NO,1900-01-01
FR,France,68558637,NO,1900-01-01,YES,2016-09-09,NO,1900-01-01
CZ,Czech Republic,19750500,YES,2017-02-11,YES,2016-12-28,YES,2017-02-25
FR,France,29036803,NO,1900-01-01,YES,2017-04-19,YES,2016-11-03
SI,Slovenia,4471572,NO,1900-01-01,NO,1900-01-01,YES,2016-01-03
ES,Spain,84114601,NO,1900-01-01,YES,2017-02-12,NO,1900-01-01
CY,Cyprus (Greek),89536191,YES,2016-03-25,YES,2016-06-11,NO,1900-01-01
NL,Netherlands,25101296,NO,1900-01-01,YES,2016-02-19,YES,2016-02-08
TN,Tunisia,7281983,YES,2017-06-17,YES,2017-07-23,NO,1900-01-01
UY,Uruguay,32433808,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IT,Italy,86634845,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),9308280,NO,1900-01-01,YES,2016-03-22,YES,2016-04-29
BE,Belgium,27719280,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,31989921,YES,2016-10-28,YES,2017-05-04,YES,2016-04-14
FR,France,49917474,YES,2017-02-21,NO,1900-01-01,YES,2016-11-02
FI,Finland,68603140,YES,2017-04-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,38865782,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,5268695,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,40103926,YES,2016-01-06,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,32274711,NO,1900-01-01,NO,1900-01-01,YES,2016-11-29
CA,Canada,56493031,YES,2017-03-25,YES,2017-01-23,NO,1900-01-01
NO,Norway,93173360,YES,2016-10-24,NO,1900-01-01,YES,2016-06-20
EE,Estonia,21481948,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,95049642,YES,2016-02-17,NO,1900-01-01,YES,2017-03-02
FR,France,27289162,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,26108754,YES,2017-06-07,YES,2016-03-21,YES,2016-05-11
TN,Tunisia,53927665,NO,1900-01-01,YES,2016-06-23,NO,1900-01-01
AT,Austria,23196437,YES,2016-01-21,YES,2017-02-21,NO,1900-01-01
PL,Poland,47499070,YES,2016-04-29,YES,2016-05-08,NO,1900-01-01
UY,Uruguay,19506897,YES,2017-02-15,YES,2016-03-22,NO,1900-01-01
EE,Estonia,34493981,NO,1900-01-01,YES,2016-04-12,NO,1900-01-01
NL,Netherlands,63971513,YES,2016-08-31,NO,1900-01-01,YES,2016-02-16
GB,United Kingdom,89202785,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,10530825,NO,1900-01-01,YES,2017-05-28,YES,2016-07-29
BE,Belgium,52872047,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,36586874,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,81127102,YES,2016-09-06,YES,2016-04-01,YES,2017-01-05
SE,Sweden,61466587,YES,2017-03-10,NO,1900-01-01,YES,2016-12-13
EE,Estonia,61863308,NO,1900-01-01,YES,2016-03-01,NO,1900-01-01
ES,Spain,92694722,NO,1900-01-01,YES,2017-04-07,YES,2017-04-07
GB,United Kingdom,2558196,YES,2017-01-31,NO,1900-01-01,NO,1900-01-01
PL,Poland,67183813,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,5442761,NO,1900-01-01,YES,2017-03-25,YES,2016-12-07
NL,Netherlands,7384891,NO,1900-01-01,YES,2016-10-06,YES,2016-03-11
TN,Tunisia,94000772,YES,2017-03-12,YES,2016-08-25,YES,2017-04-05
NO,Norway,20286253,YES,2017-01-14,NO,1900-01-01,NO,1900-01-01
FI,Finland,10411089,NO,1900-01-01,NO,1900-01-01,YES,2017-02-11
GB,United Kingdom,27814460,YES,2017-01-26,YES,2016-03-01,YES,2016-01-03
IS,Iceland,21300425,YES,2016-02-02,NO,1900-01-01,YES,2016-03-14
US,United States,64571413,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,47297473,NO,1900-01-01,NO,1900-01-01,YES,2017-03-22
NZ,New Zealand,5905878,YES,2016-05-29,YES,2017-05-07,YES,2016-09-15
CA,Canada,13318380,YES,2017-01-08,NO,1900-01-01,YES,2016-07-16
HU,Hungary,85667623,YES,2016-05-07,NO,1900-01-01,YES,2017-07-27
SI,Slovenia,17701232,YES,2016-08-17,YES,2017-01-18,YES,2017-02-16
AU,Australia,15801456,NO,1900-01-01,YES,2017-07-24,NO,1900-01-01
IS,Iceland,6245732,NO,1900-01-01,YES,2017-05-19,YES,2016-11-06
EE,Estonia,85028324,YES,2017-05-10,YES,2017-06-14,NO,1900-01-01
TN,Tunisia,46912706,YES,2017-06-19,NO,1900-01-01,NO,1900-01-01
AU,Australia,55149456,YES,2016-06-03,YES,2016-10-14,NO,1900-01-01
DK,Denmark,95960690,YES,2016-08-26,YES,2017-07-29,NO,1900-01-01
BR,Brazil,4660952,YES,2017-01-21,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,68395329,YES,2016-11-17,YES,2016-11-09,YES,2017-02-19
CA,Canada,97419798,YES,2016-11-15,YES,2016-03-12,NO,1900-01-01
DK,Denmark,97830687,NO,1900-01-01,YES,2017-03-02,YES,2016-03-11
NL,Netherlands,24411971,NO,1900-01-01,YES,2017-05-21,NO,1900-01-01
CZ,Czech Republic,41234216,YES,2017-04-22,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,84612255,NO,1900-01-01,NO,1900-01-01,YES,2016-04-18
DK,Denmark,62183723,NO,1900-01-01,NO,1900-01-01,YES,2016-03-10
AT,Austria,33352562,YES,2017-03-07,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,97791785,YES,2017-06-14,YES,2016-10-25,YES,2017-01-16
CY,Cyprus (Greek),96122528,NO,1900-01-01,YES,2016-03-16,NO,1900-01-01
NL,Netherlands,98017116,NO,1900-01-01,YES,2016-04-28,YES,2017-05-24
CA,Canada,30479325,YES,2016-04-17,YES,2017-06-18,NO,1900-01-01
IS,Iceland,85928079,YES,2017-01-28,YES,2016-11-22,YES,2016-04-21
CA,Canada,36990005,NO,1900-01-01,YES,2016-01-27,NO,1900-01-01
FI,Finland,70781163,NO,1900-01-01,YES,2016-09-08,YES,2016-09-23
CH,Switzerland,42183117,NO,1900-01-01,YES,2016-04-12,YES,2016-12-24
FI,Finland,33532576,YES,2016-08-06,YES,2017-07-20,NO,1900-01-01
PT,Portugal,54323772,YES,2016-10-17,NO,1900-01-01,NO,1900-01-01
IS,Iceland,40098093,YES,2016-09-16,NO,1900-01-01,YES,2017-04-15
US,United States,83201690,YES,2016-01-23,YES,2017-03-28,NO,1900-01-01
CY,Cyprus (Greek),75001454,YES,2016-01-03,YES,2016-02-29,YES,2016-05-08
AT,Austria,71254425,YES,2016-02-20,NO,1900-01-01,NO,1900-01-01
DK,Denmark,65303867,NO,1900-01-01,NO,1900-01-01,YES,2017-04-24
BE,Belgium,70376030,YES,2016-07-04,YES,2016-01-31,YES,2016-08-16
US,United States,80812075,YES,2016-05-27,YES,2017-05-02,YES,2017-04-01
CY,Cyprus (Greek),25411727,NO,1900-01-01,YES,2016-06-03,NO,1900-01-01
ES,Spain,51182324,NO,1900-01-01,YES,2017-06-11,YES,2016-03-01
AT,Austria,79114980,YES,2016-07-24,YES,2016-11-06,NO,1900-01-01
ES,Spain,84844036,YES,2016-09-17,NO,1900-01-01,YES,2017-07-10
DE,Germany,31789642,YES,2016-02-03,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),99588646,YES,2016-05-11,YES,2017-05-14,NO,1900-01-01
ES,Spain,72221946,NO,1900-01-01,YES,2016-01-05,YES,2016-05-10
AT,Austria,25888277,YES,2016-08-15,YES,2016-10-31,NO,1900-01-01
TN,Tunisia,18932252,NO,1900-01-01,NO,1900-01-01,YES,2016-03-11
HU,Hungary,29476857,NO,1900-01-01,NO,1900-01-01,YES,2017-05-10
GL,Greenland,62473493,YES,2016-08-07,NO,1900-01-01,YES,2017-06-14
BR,Brazil,98283144,NO,1900-01-01,YES,2016-06-05,NO,1900-01-01
DK,Denmark,51643251,YES,2016-03-27,YES,2016-04-18,YES,2016-11-27
IS,Iceland,10919215,YES,2016-07-27,YES,2017-06-22,NO,1900-01-01
GL,Greenland,64898950,YES,2016-04-20,YES,2016-05-01,NO,1900-01-01
NL,Netherlands,82543321,NO,1900-01-01,YES,2016-09-23,NO,1900-01-01
IT,Italy,6885323,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,38969817,YES,2016-04-10,NO,1900-01-01,NO,1900-01-01
SE,Sweden,83169111,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,70438567,YES,2017-02-05,NO,1900-01-01,NO,1900-01-01
SE,Sweden,36315979,YES,2016-07-29,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,98905527,YES,2016-04-08,NO,1900-01-01,NO,1900-01-01
NO,Norway,83811393,YES,2017-07-08,NO,1900-01-01,NO,1900-01-01
HU,Hungary,34563985,YES,2017-06-01,NO,1900-01-01,NO,1900-01-01
US,United States,64616984,YES,2016-02-05,NO,1900-01-01,YES,2016-01-30
ES,Spain,7922625,YES,2017-07-11,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,1632199,YES,2017-07-26,NO,1900-01-01,NO,1900-01-01
FI,Finland,26867145,YES,2016-07-18,NO,1900-01-01,YES,2016-04-05
ES,Spain,18545387,NO,1900-01-01,YES,2017-07-03,NO,1900-01-01
BR,Brazil,90839861,YES,2016-06-02,NO,1900-01-01,YES,2016-03-25
EE,Estonia,9590849,NO,1900-01-01,YES,2016-05-27,YES,2016-12-02
TN,Tunisia,23730153,NO,1900-01-01,NO,1900-01-01,YES,2017-05-12
NO,Norway,62840546,YES,2016-11-30,YES,2017-07-02,NO,1900-01-01
FR,France,3750001,YES,2016-08-21,NO,1900-01-01,NO,1900-01-01
PT,Portugal,70479546,YES,2017-03-10,NO,1900-01-01,NO,1900-01-01
FR,France,31674573,YES,2016-07-08,YES,2017-02-07,NO,1900-01-01
NZ,New Zealand,29979025,NO,1900-01-01,YES,2016-09-09,NO,1900-01-01
DK,Denmark,67865854,NO,1900-01-01,YES,2016-01-13,YES,2016-10-19
CY,Cyprus (Greek),72476010,NO,1900-01-01,NO,1900-01-01,YES,2017-03-25
PL,Poland,43626435,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,7440693,NO,1900-01-01,NO,1900-01-01,YES,2017-02-13
CZ,Czech Republic,43459333,NO,1900-01-01,YES,2017-04-21,NO,1900-01-01
CA,Canada,79043637,NO,1900-01-01,YES,2017-02-14,NO,1900-01-01
NL,Netherlands,96414258,YES,2016-04-29,YES,2017-04-12,NO,1900-01-01
AU,Australia,92904098,YES,2016-06-12,YES,2017-02-22,YES,2016-08-02
IT,Italy,9615318,YES,2017-05-16,YES,2016-03-15,NO,1900-01-01
FR,France,56356360,YES,2017-05-06,YES,2017-03-08,YES,2016-08-17
DE,Germany,14834175,YES,2016-10-15,NO,1900-01-01,NO,1900-01-01
DK,Denmark,26312407,YES,2016-11-14,YES,2017-01-11,NO,1900-01-01
NZ,New Zealand,79917523,YES,2017-05-27,YES,2016-09-07,YES,2016-12-12
ES,Spain,29662509,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,55273542,NO,1900-01-01,NO,1900-01-01,YES,2016-09-26
CH,Switzerland,96390028,YES,2017-01-20,YES,2016-11-06,NO,1900-01-01
DK,Denmark,74549934,YES,2017-06-16,NO,1900-01-01,NO,1900-01-01
HU,Hungary,72538212,NO,1900-01-01,NO,1900-01-01,YES,2017-02-18
AU,Australia,34083053,YES,2017-07-29,NO,1900-01-01,NO,1900-01-01
EE,Estonia,55196521,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,88888386,YES,2016-05-23,YES,2016-06-20,NO,1900-01-01
SE,Sweden,41926307,YES,2016-02-11,NO,1900-01-01,YES,2016-05-24
SE,Sweden,98950775,NO,1900-01-01,YES,2017-04-02,YES,2016-10-06
UY,Uruguay,97839474,YES,2016-10-24,YES,2016-01-31,YES,2016-12-20
BE,Belgium,54547870,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,45830793,NO,1900-01-01,NO,1900-01-01,YES,2017-03-30
CA,Canada,75003901,YES,2016-03-08,YES,2016-11-22,NO,1900-01-01
CY,Cyprus (Anglicized),32202032,YES,2017-05-21,NO,1900-01-01,NO,1900-01-01
AT,Austria,77275857,NO,1900-01-01,YES,2016-12-18,YES,2016-01-20
NZ,New Zealand,9381798,YES,2017-01-09,NO,1900-01-01,YES,2016-08-12
ZA,South Africa,42162286,YES,2016-06-16,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,82419229,NO,1900-01-01,YES,2017-07-15,YES,2016-04-01
IT,Italy,45397920,YES,2017-07-28,NO,1900-01-01,NO,1900-01-01
BR,Brazil,27549017,YES,2016-09-20,NO,1900-01-01,YES,2016-01-24
IT,Italy,93024499,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,915383,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,39941057,NO,1900-01-01,YES,2016-03-27,YES,2017-02-06
CH,Switzerland,81698223,YES,2016-03-21,NO,1900-01-01,YES,2016-04-01
DE,Germany,67581670,YES,2016-06-29,YES,2016-11-19,YES,2017-05-05
CA,Canada,76630760,NO,1900-01-01,YES,2016-08-05,YES,2016-07-26
IT,Italy,23375448,NO,1900-01-01,YES,2016-12-13,NO,1900-01-01
FR,France,90688202,NO,1900-01-01,YES,2016-01-09,YES,2016-08-24
ZA,South Africa,34276189,YES,2016-11-15,YES,2017-03-09,YES,2016-09-01
CZ,Czech Republic,94444575,YES,2017-01-27,YES,2016-07-28,YES,2016-12-20
BR,Brazil,95036391,YES,2017-05-19,NO,1900-01-01,NO,1900-01-01
NO,Norway,14536305,YES,2016-12-10,NO,1900-01-01,YES,2016-04-08
PL,Poland,47901847,NO,1900-01-01,YES,2016-01-19,YES,2017-04-01
AT,Austria,13891123,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,5273076,YES,2016-11-03,NO,1900-01-01,NO,1900-01-01
PL,Poland,6259574,NO,1900-01-01,YES,2016-10-28,YES,2016-07-05
PT,Portugal,98080067,YES,2016-12-30,NO,1900-01-01,YES,2016-03-25
FI,Finland,38972747,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,43348964,NO,1900-01-01,YES,2016-11-09,YES,2016-12-06
GB,United Kingdom,24372238,YES,2016-03-22,NO,1900-01-01,YES,2016-04-22
SI,Slovenia,51309043,YES,2016-04-29,YES,2016-07-08,YES,2016-09-20
TN,Tunisia,91920549,NO,1900-01-01,YES,2016-01-06,YES,2017-05-14
EE,Estonia,5166815,NO,1900-01-01,NO,1900-01-01,YES,2016-06-03
IT,Italy,11146058,NO,1900-01-01,YES,2017-03-20,NO,1900-01-01
GB,United Kingdom,39142705,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,89284838,YES,2017-06-26,NO,1900-01-01,YES,2016-01-21
NZ,New Zealand,10425733,YES,2016-01-26,NO,1900-01-01,NO,1900-01-01
PT,Portugal,60020628,NO,1900-01-01,NO,1900-01-01,YES,2017-03-13
SI,Slovenia,12517565,YES,2017-07-06,YES,2016-09-08,YES,2016-04-24
ES,Spain,57996614,YES,2016-08-07,YES,2016-09-11,YES,2016-01-25
BR,Brazil,21837274,NO,1900-01-01,NO,1900-01-01,YES,2016-11-07
CH,Switzerland,68479118,NO,1900-01-01,NO,1900-01-01,YES,2016-09-21
CH,Switzerland,67317839,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,86026387,YES,2017-06-03,YES,2016-08-03,YES,2016-12-26
GL,Greenland,42126720,YES,2016-05-24,NO,1900-01-01,YES,2016-05-26
NZ,New Zealand,63861722,YES,2016-03-17,YES,2016-05-03,YES,2016-04-07
NZ,New Zealand,44233751,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),68340715,NO,1900-01-01,YES,2016-05-12,YES,2016-07-31
UY,Uruguay,98461353,YES,2016-12-20,NO,1900-01-01,NO,1900-01-01
AU,Australia,70575608,YES,2016-10-21,YES,2017-05-04,YES,2016-09-19
IT,Italy,93648646,NO,1900-01-01,NO,1900-01-01,YES,2016-08-24
FI,Finland,65155469,YES,2017-05-25,YES,2016-11-07,YES,2016-07-19
IT,Italy,79647102,NO,1900-01-01,NO,1900-01-01,YES,2016-02-15
NL,Netherlands,50107010,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,2006381,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,25823376,YES,2016-02-02,YES,2016-08-02,YES,2016-11-24
SE,Sweden,59501455,YES,2016-06-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,83591470,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,27060327,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),27725959,YES,2017-04-30,YES,2016-09-16,YES,2016-09-21
PT,Portugal,33208521,NO,1900-01-01,NO,1900-01-01,YES,2016-09-11
GB,United Kingdom,60432260,NO,1900-01-01,NO,1900-01-01,YES,2017-04-16
FI,Finland,40569845,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,14001657,YES,2016-08-14,YES,2016-06-13,YES,2016-02-24
SI,Slovenia,38684037,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,70841404,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),12365788,YES,2016-04-11,YES,2017-07-02,YES,2016-01-26
NL,Netherlands,45411628,YES,2016-10-17,YES,2016-12-24,YES,2017-04-16
GL,Greenland,1063064,NO,1900-01-01,YES,2017-03-13,YES,2016-02-01
US,United States,30743366,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,27934375,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,89874337,NO,1900-01-01,NO,1900-01-01,YES,2016-09-12
NL,Netherlands,76232214,NO,1900-01-01,YES,2016-06-11,NO,1900-01-01
NZ,New Zealand,61735533,YES,2017-04-17,NO,1900-01-01,YES,2017-01-09
BR,Brazil,1758286,YES,2017-06-08,YES,2017-03-09,NO,1900-01-01
TN,Tunisia,58197441,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,68445662,NO,1900-01-01,YES,2016-08-28,YES,2016-01-10
IT,Italy,80681749,YES,2016-07-24,YES,2016-12-26,YES,2016-05-27
PL,Poland,70457230,NO,1900-01-01,NO,1900-01-01,YES,2017-05-27
